case_id,original_probability,original_class,desired_class,start_time,elapsed_seconds,counterfactuals_requested,counterfactuals_found,generation_status,exception_class,error_message
GER_XAI_001,0.9466822,1,0,2026-08-21T22:36:35.245659+00:00,25.031097099999897,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_002,0.9256946,1,0,2026-08-21T22:37:00.286194+00:00,23.853444999898784,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_003,0.90678245,1,0,2026-08-21T22:37:24.148682+00:00,6.272972599952482,1,1,success,,
GER_XAI_004,0.9063597,1,0,2026-08-21T22:37:30.461957+00:00,4.93406070000492,1,1,success,,
GER_XAI_005,0.9055074,1,0,2026-08-21T22:37:35.442226+00:00,0.747645299998112,1,1,success,,
GER_XAI_006,0.5018516,1,0,2026-08-21T22:37:36.225615+00:00,0.5405361999291927,1,1,success,,
GER_XAI_007,0.5034409,1,0,2026-08-21T22:37:36.806869+00:00,0.5685743999201804,1,1,success,,
GER_XAI_008,0.5135554,1,0,2026-08-21T22:37:37.409569+00:00,0.6068669999949634,1,1,success,,
GER_XAI_009,0.51524305,1,0,2026-08-21T22:37:38.046806+00:00,0.5331830000504851,1,1,success,,
GER_XAI_010,0.5176819,1,0,2026-08-21T22:37:38.610355+00:00,0.4520847999956459,1,1,success,,
GER_XAI_011,0.011951139,0,1,2026-08-21T22:37:39.097435+00:00,18.645267799962312,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_012,0.012772601,0,1,2026-08-21T22:37:57.753806+00:00,25.392252000048757,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_013,0.014923423,0,1,2026-08-21T22:38:23.154366+00:00,27.782781000016257,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_014,0.020744441,0,1,2026-08-21T22:38:50.947092+00:00,25.444514599977992,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_015,0.024179073,0,1,2026-08-21T22:39:16.401192+00:00,23.83519010001328,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_016,0.48432785,0,1,2026-08-21T22:39:40.248038+00:00,6.049365500104614,1,1,success,,
GER_XAI_017,0.48025113,0,1,2026-08-21T22:39:46.342915+00:00,5.078856599982828,1,1,success,,
GER_XAI_018,0.47793216,0,1,2026-08-21T22:39:51.449999+00:00,18.93484639993403,1,0,no_counterfactual_returned,UserConfigValidationException,No counterfactuals found for any of the query points! Kindly check your configuration.
GER_XAI_019,0.4572692,0,1,2026-08-21T22:40:10.393884+00:00,5.823992000077851,1,1,success,,
GER_XAI_020,0.45461446,0,1,2026-08-21T22:40:16.248701+00:00,5.12111740000546,1,1,success,,
