case_id,row_index,true_target,predicted_class,predicted_probability,base_value,transformed_feature,original_feature,display_feature,display_value,shap_value,absolute_shap_value,direction
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__AMT_INCOME_TOTAL,AMT_INCOME_TOTAL,Annual income,67500.0,0.053343236446380615,0.053343236446380615,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__AMT_CREDIT,AMT_CREDIT,Requested credit amount,528687.0,0.09368205070495605,0.09368205070495605,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__AMT_ANNUITY,AMT_ANNUITY,Annuity amount,25843.5,0.053824204951524734,0.053824204951524734,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__AMT_GOODS_PRICE,AMT_GOODS_PRICE,Goods price,436500.0,0.27369025349617004,0.27369025349617004,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__CNT_FAM_MEMBERS,CNT_FAM_MEMBERS,Family members,6.0,0.3056110739707947,0.3056110739707947,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,Credit enquiries in previous month,0.0,0.013238056562840939,0.013238056562840939,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,Credit enquiries in previous quarter,0.0,0.02157684974372387,0.02157684974372387,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,Credit enquiries in previous year,0.0,-0.0788099393248558,0.0788099393248558,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__EMPLOYMENT_YEARS,EMPLOYMENT_YEARS,Employment duration,1.4647501711156743,0.348210871219635,0.348210871219635,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__CREDIT_INCOME_RATIO,CREDIT_INCOME_RATIO,Credit-to-income ratio,7.8324,0.06217903271317482,0.06217903271317482,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__ANNUITY_INCOME_RATIO,ANNUITY_INCOME_RATIO,Annuity-to-income ratio,0.3828666666666667,0.08744119852781296,0.08744119852781296,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,numeric__CREDIT_ANNUITY_RATIO,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,20.457252307156537,0.4987246096134186,0.4987246096134186,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE,Contract type: Cash loans,Cash loans,0.04875675588846207,0.04875675588846207,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_CONTRACT_TYPE_Revolving loans,NAME_CONTRACT_TYPE,Contract type: Revolving loans,Cash loans,0.014777720905840397,0.014777720905840397,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE,Income type: Businessman,Working,0.0,0.0,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE,Income type: Commercial associate,Working,-0.005580234806984663,0.005580234806984663,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE,Income type: Maternity leave,Working,0.0,0.0,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE,Income type: Pensioner,Working,0.004791449289768934,0.004791449289768934,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE,Income type: State servant,Working,0.0019067443208768964,0.0019067443208768964,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE,Income type: Student,Working,0.0,0.0,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE,Income type: Unemployed,Working,-9.058367140823975e-05,9.058367140823975e-05,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_INCOME_TYPE_Working,NAME_INCOME_TYPE,Income type: Working,Working,0.11721689999103546,0.11721689999103546,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE,Housing type: Co-op apartment,House / apartment,-8.16262763692066e-06,8.16262763692066e-06,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE,Housing type: House / apartment,House / apartment,-0.010527641512453556,0.010527641512453556,decreases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE,Housing type: Municipal apartment,House / apartment,0.0005763106164522469,0.0005763106164522469,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE,Housing type: Office apartment,House / apartment,0.0008664499036967754,0.0008664499036967754,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE,Housing type: Rented apartment,House / apartment,0.002083954866975546,0.002083954866975546,increases model risk output
XAI_001,288644,0,1,0.8713340163230896,0.008677801117300987,categorical__NAME_HOUSING_TYPE_With parents,NAME_HOUSING_TYPE,Housing type: With parents,House / apartment,-0.003353312611579895,0.003353312611579895,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__AMT_INCOME_TOTAL,AMT_INCOME_TOTAL,Annual income,72000.0,0.010846436023712158,0.010846436023712158,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__AMT_CREDIT,AMT_CREDIT,Requested credit amount,640080.0,0.0962781310081482,0.0962781310081482,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__AMT_ANNUITY,AMT_ANNUITY,Annuity amount,31261.5,0.13223060965538025,0.13223060965538025,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__AMT_GOODS_PRICE,AMT_GOODS_PRICE,Goods price,450000.0,0.26571357250213623,0.26571357250213623,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__CNT_FAM_MEMBERS,CNT_FAM_MEMBERS,Family members,4.0,0.008640828542411327,0.008640828542411327,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_MON,Credit enquiries in previous month,0.0,0.010339408181607723,0.010339408181607723,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_QRT,Credit enquiries in previous quarter,0.0,0.022599436342716217,0.022599436342716217,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__AMT_REQ_CREDIT_BUREAU_YEAR,AMT_REQ_CREDIT_BUREAU_YEAR,Credit enquiries in previous year,8.0,0.12805773317813873,0.12805773317813873,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__EMPLOYMENT_YEARS,EMPLOYMENT_YEARS,Employment duration,1.5523613963039014,0.2553567886352539,0.2553567886352539,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__CREDIT_INCOME_RATIO,CREDIT_INCOME_RATIO,Credit-to-income ratio,8.89,0.12033475190401077,0.12033475190401077,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__ANNUITY_INCOME_RATIO,ANNUITY_INCOME_RATIO,Annuity-to-income ratio,0.4341875,0.10621356219053268,0.10621356219053268,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,numeric__CREDIT_ANNUITY_RATIO,CREDIT_ANNUITY_RATIO,Credit-to-annuity ratio,20.475025190729813,0.4998742938041687,0.4998742938041687,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE,Contract type: Cash loans,Cash loans,0.04744384065270424,0.04744384065270424,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_CONTRACT_TYPE_Revolving loans,NAME_CONTRACT_TYPE,Contract type: Revolving loans,Cash loans,0.01417397428303957,0.01417397428303957,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_Businessman,NAME_INCOME_TYPE,Income type: Businessman,Working,0.0,0.0,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_Commercial associate,NAME_INCOME_TYPE,Income type: Commercial associate,Working,-0.005580234806984663,0.005580234806984663,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_Maternity leave,NAME_INCOME_TYPE,Income type: Maternity leave,Working,0.0,0.0,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE,Income type: Pensioner,Working,0.004792205058038235,0.004792205058038235,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE,Income type: State servant,Working,0.00253420602530241,0.00253420602530241,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_Student,NAME_INCOME_TYPE,Income type: Student,Working,0.0,0.0,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_Unemployed,NAME_INCOME_TYPE,Income type: Unemployed,Working,-8.678291487740353e-05,8.678291487740353e-05,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_INCOME_TYPE_Working,NAME_INCOME_TYPE,Income type: Working,Working,0.1151571050286293,0.1151571050286293,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Co-op apartment,NAME_HOUSING_TYPE,Housing type: Co-op apartment,House / apartment,-1.3600010788650252e-05,1.3600010788650252e-05,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_HOUSING_TYPE_House / apartment,NAME_HOUSING_TYPE,Housing type: House / apartment,House / apartment,-0.008957027457654476,0.008957027457654476,decreases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Municipal apartment,NAME_HOUSING_TYPE,Housing type: Municipal apartment,House / apartment,0.0005740128108300269,0.0005740128108300269,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Office apartment,NAME_HOUSING_TYPE,Housing type: Office apartment,House / apartment,0.0007054850575514138,0.0007054850575514138,increases model risk output
XAI_002,234361,0,1,0.8617958426475525,0.008677801117300987,categorical__NAME_HOUSING_TYPE_Rented apartment,NAME_HOUSING_TYPE,Housing type: Rented apartment,House / apartment,-0.0025462789926677942,0.0025462789926677942,decreases model risk output
