case_id,row_index,true_target,predicted_class,predicted_probability,lime_local_prediction,lime_intercept,local_fidelity_r2,feature_rule,original_feature,display_feature,display_rule,display_value,lime_weight,direction,rank
HELOC_XAI_001,1991,1,1,0.9483221,0.760383681368629,0.505901692101349,0.5653832972245543,average_duration_of_resolution <= 57.00,average_duration_of_resolution,Average Duration Of Resolution,Average Duration Of Resolution <= 57.00,25,0.17568928741752718,increases local at-risk prediction,1
HELOC_XAI_001,1991,1,1,0.9483221,0.760383681368629,0.505901692101349,0.5653832972245543,net_fraction_of_revolving_burden > 56.00,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,Net Fraction Of Revolving Burden > 56.00,98,0.17504974606140178,increases local at-risk prediction,2
HELOC_XAI_001,1991,1,1,0.9483221,0.760383681368629,0.505901692101349,0.5653832972245543,97.00 < percentage_of_legal_trades <= 100.00,percentage_of_legal_trades,Percentage Of Legal Trades,97.00 < Percentage Of Legal Trades <= 100.00,100,-0.15950127581171417,decreases local at-risk prediction,3
HELOC_XAI_001,1991,1,1,0.9483221,0.760383681368629,0.505901692101349,0.5653832972245543,months_since_last_inquiry_not_recent <= 0.00,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,Months Since Last Inquiry Not Recent <= 0.00,0,0.1256554834174779,increases local at-risk prediction,4
HELOC_XAI_001,1991,1,1,0.9483221,0.760383681368629,0.505901692101349,0.5653832972245543,6.00 < maximum_illegal_trades_over_last_year <= 7.00,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,6.00 < Maximum Illegal Trades Over Last Year <= 7.00,7,-0.062411251817412756,decreases local at-risk prediction,5
HELOC_XAI_002,9808,1,1,0.9451859,0.8293607342009566,0.4660786574357168,0.5635332232608573,net_fraction_of_revolving_burden > 56.00,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,Net Fraction Of Revolving Burden > 56.00,83,0.17957863265649346,increases local at-risk prediction,1
HELOC_XAI_002,9808,1,1,0.9451859,0.8293607342009566,0.4660786574357168,0.5635332232608573,97.00 < percentage_of_legal_trades <= 100.00,percentage_of_legal_trades,Percentage Of Legal Trades,97.00 < Percentage Of Legal Trades <= 100.00,100,-0.1656223923216617,decreases local at-risk prediction,2
HELOC_XAI_002,9808,1,1,0.9451859,0.8293607342009566,0.4660786574357168,0.5635332232608573,average_duration_of_resolution <= 57.00,average_duration_of_resolution,Average Duration Of Resolution,Average Duration Of Resolution <= 57.00,19,0.16362213613352886,increases local at-risk prediction,3
HELOC_XAI_002,9808,1,1,0.9451859,0.8293607342009566,0.4660786574357168,0.5635332232608573,months_since_last_inquiry_not_recent <= 0.00,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,Months Since Last Inquiry Not Recent <= 0.00,0,0.12352898318175705,increases local at-risk prediction,4
HELOC_XAI_002,9808,1,1,0.9451859,0.8293607342009566,0.4660786574357168,0.5635332232608573,percentage_of_installment_trades > 45.00,percentage_of_installment_trades,Percentage Of Installment Trades,Percentage Of Installment Trades > 45.00,70,0.062174717115122194,increases local at-risk prediction,5
HELOC_XAI_003,1706,1,1,0.94406813,0.9615445004556056,0.3738194390077082,0.5732750421523378,percentage_of_legal_trades <= 89.00,percentage_of_legal_trades,Percentage Of Legal Trades,Percentage Of Legal Trades <= 89.00,83,0.20321943559238545,increases local at-risk prediction,1
HELOC_XAI_003,1706,1,1,0.94406813,0.9615445004556056,0.3738194390077082,0.5732750421523378,net_fraction_of_revolving_burden > 56.00,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,Net Fraction Of Revolving Burden > 56.00,61,0.17056141196103086,increases local at-risk prediction,2
HELOC_XAI_003,1706,1,1,0.94406813,0.9615445004556056,0.3738194390077082,0.5732750421523378,average_duration_of_resolution <= 57.00,average_duration_of_resolution,Average Duration Of Resolution,Average Duration Of Resolution <= 57.00,26,0.1618894073503633,increases local at-risk prediction,3
HELOC_XAI_003,1706,1,1,0.94406813,0.9615445004556056,0.3738194390077082,0.5732750421523378,months_since_last_inquiry_not_recent <= 0.00,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,Months Since Last Inquiry Not Recent <= 0.00,0,0.11557988658643929,increases local at-risk prediction,4
HELOC_XAI_003,1706,1,1,0.94406813,0.9615445004556056,0.3738194390077082,0.5732750421523378,months_since_last_illegal_trade > 15.00,months_since_last_illegal_trade,Months Since Last Illegal Trade,Months Since Last Illegal Trade > 15.00,56,-0.06352508004232148,decreases local at-risk prediction,5
HELOC_XAI_004,10074,1,1,0.9414553,0.7450043907300425,0.5188730141782787,0.5394168237714592,average_duration_of_resolution <= 57.00,average_duration_of_resolution,Average Duration Of Resolution,Average Duration Of Resolution <= 57.00,15,0.16796965000490727,increases local at-risk prediction,1
HELOC_XAI_004,10074,1,1,0.9414553,0.7450043907300425,0.5188730141782787,0.5394168237714592,net_fraction_of_revolving_burden > 56.00,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,Net Fraction Of Revolving Burden > 56.00,100,0.16794579174250376,increases local at-risk prediction,2
HELOC_XAI_004,10074,1,1,0.9414553,0.7450043907300425,0.5188730141782787,0.5394168237714592,97.00 < percentage_of_legal_trades <= 100.00,percentage_of_legal_trades,Percentage Of Legal Trades,97.00 < Percentage Of Legal Trades <= 100.00,100,-0.1613333349290983,decreases local at-risk prediction,3
HELOC_XAI_004,10074,1,1,0.9414553,0.7450043907300425,0.5188730141782787,0.5394168237714592,months_since_last_inquiry_not_recent <= 0.00,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,Months Since Last Inquiry Not Recent <= 0.00,special code -7,0.11526242351441279,increases local at-risk prediction,4
HELOC_XAI_004,10074,1,1,0.9414553,0.7450043907300425,0.5188730141782787,0.5394168237714592,6.00 < maximum_illegal_trades_over_last_year <= 7.00,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,6.00 < Maximum Illegal Trades Over Last Year <= 7.00,7,-0.0637131537809616,decreases local at-risk prediction,5
HELOC_XAI_005,7308,1,1,0.9411751,0.9635635294031736,0.3750875734410255,0.38866930470176386,net_fraction_of_revolving_burden > 56.00,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,Net Fraction Of Revolving Burden > 56.00,90,0.16544691949035284,increases local at-risk prediction,1
HELOC_XAI_005,7308,1,1,0.9411751,0.9635635294031736,0.3750875734410255,0.38866930470176386,average_duration_of_resolution <= 57.00,average_duration_of_resolution,Average Duration Of Resolution,Average Duration Of Resolution <= 57.00,25,0.15809983253834325,increases local at-risk prediction,2
HELOC_XAI_005,7308,1,1,0.9411751,0.9635635294031736,0.3750875734410255,0.38866930470176386,months_since_last_inquiry_not_recent <= 0.00,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,Months Since Last Inquiry Not Recent <= 0.00,0,0.12596623720110378,increases local at-risk prediction,3
HELOC_XAI_005,7308,1,1,0.9411751,0.9635635294031736,0.3750875734410255,0.38866930470176386,maximum_illegal_trades_over_last_year <= 5.00,maximum_illegal_trades_over_last_year,Maximum Illegal Trades Over Last Year,Maximum Illegal Trades Over Last Year <= 5.00,4,0.07424366945738092,increases local at-risk prediction,4
HELOC_XAI_005,7308,1,1,0.9411751,0.9635635294031736,0.3750875734410255,0.38866930470176386,percentage_of_installment_trades > 45.00,percentage_of_installment_trades,Percentage Of Installment Trades,Percentage Of Installment Trades > 45.00,52,0.06471929727496731,increases local at-risk prediction,5
HELOC_XAI_006,2151,0,1,0.50008893,0.5686678763615011,0.5726165492373028,0.43924649175438957,net_fraction_of_revolving_burden > 56.00,net_fraction_of_revolving_burden,Net Fraction Of Revolving Burden,Net Fraction Of Revolving Burden > 56.00,59,0.17222433627689593,increases local at-risk prediction,1
HELOC_XAI_006,2151,0,1,0.50008893,0.5686678763615011,0.5726165492373028,0.43924649175438957,97.00 < percentage_of_legal_trades <= 100.00,percentage_of_legal_trades,Percentage Of Legal Trades,97.00 < Percentage Of Legal Trades <= 100.00,100,-0.16382987792094408,decreases local at-risk prediction,2
HELOC_XAI_006,2151,0,1,0.50008893,0.5686678763615011,0.5726165492373028,0.43924649175438957,months_since_last_inquiry_not_recent <= 0.00,months_since_last_inquiry_not_recent,Months Since Last Inquiry Not Recent,Months Since Last Inquiry Not Recent <= 0.00,0,0.11924647056110146,increases local at-risk prediction,3
HELOC_XAI_006,2151,0,1,0.50008893,0.5686678763615011,0.5726165492373028,0.43924649175438957,76.00 < average_duration_of_resolution <= 97.00,average_duration_of_resolution,Average Duration Of Resolution,76.00 < Average Duration Of Resolution <= 97.00,90,-0.06894019767939111,decreases local at-risk prediction,4
